date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-26,1,zai-org/ZCode,"Z.ai's coding agent harness. Powerful, intelligent, extensible.",https://github.com/zai-org/ZCode,6809,2048,11,TypeScript,2026-09-20T12:01:16Z,2026-09-24T06:49:55Z,zai-org
2026-09-26,2,jev-chat/jev-chat-jarvis,装在手机上的对话副驾：在 QQ / X / 飞书里读懂对方、给出候选回复、一键填入输入框，发不发由你。非侵入，只读屏幕，不 hook 不改包。,https://github.com/jev-chat/jev-chat-jarvis,6603,1140,26,Kotlin,2026-09-21T11:12:53Z,2026-09-25T18:02:03Z,jev-chat
2026-09-26,3,driceroland/Search,"A small, fast WebKit browser for macOS, by Office Commun.",https://github.com/driceroland/Search,2024,174,182,Swift,2026-09-20T10:29:47Z,2026-09-24T16:11:57Z,driceroland
2026-09-26,4,unreallabsai/unreal-agent,Async-first agent harness,https://github.com/unreallabsai/unreal-agent,1952,103,8,Go,2026-09-21T23:14:02Z,2026-09-23T19:08:26Z,unreallabsai
2026-09-26,5,Contrastive-LM/CLM,,https://github.com/Contrastive-LM/CLM,1381,106,8,Python,2026-09-23T19:29:56Z,2026-09-24T23:10:28Z,Contrastive-LM
2026-09-26,6,tobi/disktree,"A treemap for finding and removing what fills your disk, for Omarchy. Rust + GPUI.",https://github.com/tobi/disktree,1098,71,10,Rust,2026-09-24T20:56:29Z,2026-09-25T20:30:10Z,tobi
2026-09-26,7,deepopen-com/deepopen,"非自回归System 1决策引擎，专为结构化类型决策场景设计  DeepOpen Multilingual, non-autoregressive System 1 decision engine. ",https://github.com/deepopen-com/deepopen,1027,110,6,Python,2026-09-21T02:12:24Z,2026-09-25T04:28:11Z,deepopen-com
2026-09-26,8,mikehasa/golive-skill,"Take your agent-built product live: hosting, database, domain, email, payments — on your own accounts. Open-source Agent Skill + zero-dependency Node CLI: detect → plan → approve → apply → verify. No GoLive account, backend or telemetry.",https://github.com/mikehasa/golive-skill,964,66,0,TypeScript,2026-09-23T13:37:26Z,2026-09-26T09:50:17Z,mikehasa
2026-09-26,9,JohnHeibel/PDoomVideo,Source code for the Claude Opus 5.5 music video for I'm Upping My P(doom),https://github.com/JohnHeibel/PDoomVideo,956,98,2,JavaScript,2026-09-22T23:32:19Z,2026-09-25T15:11:03Z,JohnHeibel
2026-09-26,10,kryvora-network/kryvora-node,Reference client daemon and verification worker for Kryvora Network nodes.,https://github.com/kryvora-network/kryvora-node,847,23,0,Go,2026-09-22T16:10:23Z,2026-09-22T19:02:39Z,kryvora-network
2026-09-26,11,yetone/magpie,"Every agent's model. One place. Codex on DeepSeek, Claude Code on Kimi, from the menu bar.",https://github.com/yetone/magpie,836,51,1,Go,2026-09-23T16:22:35Z,2026-09-26T10:59:42Z,yetone
2026-09-26,12,riba2534/claude-opus-5-5-demo,claude-opus-5-5-demo,https://github.com/riba2534/claude-opus-5-5-demo,805,119,5,JavaScript,2026-09-23T06:31:00Z,2026-09-23T07:54:16Z,riba2534
2026-09-26,13,freestylefly/WeChatBridge,微信聊天记录一键转发到 AI Agent 与 Obsidian 的原生 macOS 工具,https://github.com/freestylefly/WeChatBridge,764,295,2,Swift,2026-09-21T02:54:51Z,2026-09-23T15:43:39Z,freestylefly
2026-09-26,14,nokia-applied-research/AnyJev,"Turn any LLM into a Jev-style decision model: typed decisions, real probabilities, no training. (continue updating, welcome any issue and PR request)",https://github.com/nokia-applied-research/AnyJev,763,103,6,Python,2026-09-21T05:55:40Z,2026-09-25T00:32:27Z,nokia-applied-research
2026-09-26,15,asokurasu/text-humanizer,A completely free open-sourced project designed to humanize AI-generated text through a multilingual LLM-powered rewriting pipeline. ,https://github.com/asokurasu/text-humanizer,722,83,0,Python,2026-09-23T17:32:37Z,2026-09-23T18:19:31Z,asokurasu
2026-09-26,16,yukitorido/short-video-generator-AI,"AI video processing pipeline for generating vertical shorts using LLMs, Whisper transcription, highlight detection and automated editing",https://github.com/yukitorido/short-video-generator-AI,714,82,0,Python,2026-09-23T18:11:57Z,2026-09-23T18:16:08Z,yukitorido
2026-09-26,17,anishfn/shapeshift,"An input that becomes what you mean: one text box that morphs into the right UI as you type. Powered by TypeSafe Jev, works offline.",https://github.com/anishfn/shapeshift,660,67,3,TypeScript,2026-09-22T08:52:32Z,2026-09-23T23:57:19Z,anishfn
2026-09-26,18,dgreenheck/tidewater,Coastal town built with Opus 5.5,https://github.com/dgreenheck/tidewater,655,155,9,JavaScript,2026-09-23T21:40:29Z,2026-09-25T04:02:40Z,dgreenheck
2026-09-26,19,jev-chat/jev-chat-windows,JevChat-Windows：聊天窗口旁挂的回复辅助。窗口截图 + 本地离线 OCR 读对方消息 → Jev 判断意图 → 3 条候选一键填入，发送永远手动,https://github.com/jev-chat/jev-chat-windows,576,125,20,Python,2026-09-21T14:37:14Z,2026-09-24T16:30:54Z,jev-chat
2026-09-26,20,taeold/djev-run,,https://github.com/taeold/djev-run,555,33,0,HTML,2026-09-20T03:59:03Z,2026-09-24T14:56:05Z,taeold
2026-09-26,21,rmalde/minecraft-agent,"Astra planner and JEV controller for Minecraft, with native recording, tested routes, and run verification.",https://github.com/rmalde/minecraft-agent,552,55,4,JavaScript,2026-09-20T05:05:12Z,2026-09-20T05:05:16Z,rmalde
2026-09-26,22,Haleclipse/CometixCode,"An unofficial Rust reimplementation of Anthropic's Claude Code terminal UI, built on iocraft",https://github.com/Haleclipse/CometixCode,549,32,6,Rust,2026-09-20T08:58:08Z,2026-09-26T00:45:14Z,Haleclipse
2026-09-26,23,852wa/JIZURA,歌詞から文字PVを自動で組み立てるブラウザアプリ,https://github.com/852wa/JIZURA,547,102,11,HTML,2026-09-23T04:04:13Z,2026-09-25T23:54:38Z,852wa
2026-09-26,24,Rizzo-AI-Academy/rizzo-flow,"The open, local take on Jev: typed decisions from an LLM, without generating a single token",https://github.com/Rizzo-AI-Academy/rizzo-flow,527,34,9,Python,2026-09-21T00:00:02Z,2026-09-25T21:15:27Z,Rizzo-AI-Academy
2026-09-26,25,wuyoscar/jev-skill,"An awesome collection of Jev use cases, workflows, and agent skills.",https://github.com/wuyoscar/jev-skill,497,37,5,Python,2026-09-20T02:35:26Z,2026-09-25T00:17:59Z,wuyoscar
2026-09-26,26,rgem227/knoweldge-base,"Personal or team knowledge base, supports MCP API calls.",https://github.com/rgem227/knoweldge-base,496,6,0,Python,2026-09-22T04:28:59Z,2026-09-22T05:28:17Z,rgem227
2026-09-26,27,samyost1/3dicon,"One prompt in, a looping animated 3D icon out — with real transparency. A Claude Code skill.",https://github.com/samyost1/3dicon,446,43,1,Python,2026-09-23T18:04:25Z,2026-09-23T18:15:55Z,samyost1
2026-09-26,28,kydlikebtc/awesome-jev,"1207 public resources for Jev, TypeSafe AI's System One decision model, indexed by decision pattern. Source citations, dated link checks and scheduled call-site text checks; runtime and performance are not independently tested here. EN/中文, JSON schema and platform compatibility.",https://github.com/kydlikebtc/awesome-jev,439,9,3,Python,2026-09-22T02:22:54Z,2026-09-25T04:20:32Z,kydlikebtc
2026-09-26,29,mabdulre9/electrical-engineering,🎓 Path to a free self-taught education in Electrical Engineering,https://github.com/mabdulre9/electrical-engineering,435,32,0,,2026-09-20T06:13:22Z,2026-09-24T04:13:46Z,mabdulre9
2026-09-26,30,Aureliengmz/clearwater,"Real-time, photoreal shallow water in a single HTML file. WebGL2, no libraries, no build step.",https://github.com/Aureliengmz/clearwater,432,79,1,HTML,2026-09-23T13:20:08Z,2026-09-23T13:20:28Z,Aureliengmz
