date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-20,1,browser-use/jev-ultrafast,i. am. speed.,https://github.com/browser-use/jev-ultrafast,11672,722,81,Python,2026-09-16T21:30:12Z,2026-09-18T16:28:35Z,browser-use
2026-09-20,2,tamaratran/fast-jev-compaction,"Claude Code plugin that replaces the compaction summary with Jev decisions: every tool call and result is scored in one fast request, stale ones are dropped or truncated, everything kept stays verbatim.",https://github.com/tamaratran/fast-jev-compaction,5090,281,56,TypeScript,2026-09-17T05:57:20Z,2026-09-18T04:45:31Z,tamaratran
2026-09-20,3,NandhaKishorM/laya,,https://github.com/NandhaKishorM/laya,3805,336,25,Python,2026-09-18T04:46:33Z,2026-09-20T17:44:55Z,NandhaKishorM
2026-09-20,4,robbietilton/Compositor,The Photoshop alternative for Mac,https://github.com/robbietilton/Compositor,3606,377,41,Swift,2026-09-16T20:35:54Z,2026-09-20T20:17:12Z,robbietilton
2026-09-20,5,TheoLeeCJ/SemIf,"Semantic ifs from open models, on a 3090 at home. Independent; not affiliated with Jev or TypeSafe.",https://github.com/TheoLeeCJ/SemIf,2416,152,13,Python,2026-09-16T03:51:21Z,2026-09-19T04:46:36Z,TheoLeeCJ
2026-09-20,6,mcncarl/jianying-headless,"Private source preview: native Jianying drafts, isolated editing/export, and standalone Agent Skill.",https://github.com/mcncarl/jianying-headless,1947,1178,9,Python,2026-09-15T11:51:15Z,2026-09-20T06:12:56Z,mcncarl
2026-09-20,7,mizorewww/laya-mlx,"Native MLX runtime for Laya typed decision models — 7–14 ms short decisions on M3 Max. No text generation, PyTorch, or cloud API.",https://github.com/mizorewww/laya-mlx,1531,78,2,Python,2026-09-19T13:50:26Z,2026-09-19T16:32:30Z,mizorewww
2026-09-20,8,jarrodwatts/jev-trader,One AI trade decision every Monad block. Jev on Kuru MON-USDC.,https://github.com/jarrodwatts/jev-trader,1508,286,3,TypeScript,2026-09-16T21:36:20Z,2026-09-17T02:48:22Z,jarrodwatts
2026-09-20,9,TianyuCodings/NanoJev,"A nano replica of Jev: parallel decisions, dynamic candidates, and an end-to-end training pipeline.",https://github.com/TianyuCodings/NanoJev,1381,170,7,Python,2026-09-17T16:08:30Z,2026-09-20T11:13:01Z,TianyuCodings
2026-09-20,10,vinnylarouge/jevlike,,https://github.com/vinnylarouge/jevlike,1076,94,5,Python,2026-09-16T10:26:01Z,2026-09-16T18:12:53Z,vinnylarouge
2026-09-20,11,bespokelabsai/nimble,"Local typed decisions, contrastive data curation, and model evaluation.",https://github.com/bespokelabsai/nimble,1055,77,2,Python,2026-09-18T09:07:48Z,2026-09-20T19:44:35Z,bespokelabsai
2026-09-20,12,jaredpalmer/kev,tiny Jev-like family of decision models built on top of Qwen3 you can train and run on your own,https://github.com/jaredpalmer/kev,975,59,5,Python,2026-09-17T20:49:39Z,2026-09-20T20:54:46Z,jaredpalmer
2026-09-20,13,nilbuild/page-mascot,A mascot that watches the cursor and blinks when you poke it,https://github.com/nilbuild/page-mascot,748,71,1,Python,2026-09-14T06:55:59Z,2026-09-15T10:07:44Z,nilbuild
2026-09-20,14,theoephraim/awesome-cloudflare-selfhosted,"🍊☁️ Open-source* apps that replace a SaaS product, running in your own Cloudflare account",https://github.com/theoephraim/awesome-cloudflare-selfhosted,739,47,12,JavaScript,2026-09-15T09:39:14Z,2026-09-16T22:06:09Z,theoephraim
2026-09-20,15,korcarc/text-humanizer,"text-humanizer is an open-source project designed to convert text generated by AI to its ""humanized"" version. Bypasses the most of AI detectors such as Turnitin or GPTZero",https://github.com/korcarc/text-humanizer,735,85,4,Python,2026-09-16T13:21:56Z,2026-09-19T20:43:14Z,korcarc
2026-09-20,16,jackwener/wx-cli-again,WeChat local data CLI (query/decrypt/export) — fresh start from wx-cli,https://github.com/jackwener/wx-cli-again,698,1664,0,Rust,2026-09-14T07:43:27Z,2026-09-14T07:43:38Z,jackwener
