date,rank,full_name,description,html_url,stars,forks,open_issues,language,created_at,pushed_at,owner
2026-09-24,1,NandhaKishorM/laya,"Non-autoregressive System 1 decision engine. Typed choice, score and yes/no decisions over any text in a single forward pass, in 100+ languages, with a router that picks the right checkpoint per request.",https://github.com/NandhaKishorM/laya,21911,1873,110,Python,2026-09-18T04:46:33Z,2026-09-24T05:39:18Z,NandhaKishorM
2026-09-24,2,zai-org/ZCode,"Z.ai's coding agent harness. Powerful, intelligent, extensible.",https://github.com/zai-org/ZCode,6655,1987,11,TypeScript,2026-09-20T12:01:16Z,2026-09-24T06:49:55Z,zai-org
2026-09-24,3,mizorewww/laya-mlx,"Native MLX runtime for Laya typed decision models — 7–14 ms short decisions on M3 Max. No text generation, PyTorch, or cloud API.",https://github.com/mizorewww/laya-mlx,6122,467,14,Python,2026-09-19T13:50:26Z,2026-09-22T05:34:51Z,mizorewww
2026-09-24,4,jev-chat/jev-chat-jarvis,装在手机上的对话副驾：在微信 / QQ / X / 飞书里读懂对方、给出候选回复、一键填入输入框，发不发由你。非侵入，只读屏幕，不 hook 不改包。,https://github.com/jev-chat/jev-chat-jarvis,5588,1060,33,Kotlin,2026-09-21T11:12:53Z,2026-09-24T08:57:11Z,jev-chat
2026-09-24,5,unreallabsai/unreal-agent,Async-first agent harness,https://github.com/unreallabsai/unreal-agent,1832,91,8,Go,2026-09-21T23:14:02Z,2026-09-23T19:08:26Z,unreallabsai
2026-09-24,6,bespokelabsai/nimble,"Local typed decisions, contrastive data curation, and model evaluation.",https://github.com/bespokelabsai/nimble,1717,129,4,Python,2026-09-18T09:07:48Z,2026-09-24T06:05:31Z,bespokelabsai
2026-09-24,7,mizorewww/laya-coreml,"Local Laya typed decisions on Apple Core ML and Neural Engine. Validated ports, ~5 ms short decisions on M3 Max, reproducible speed and energy benchmarks.",https://github.com/mizorewww/laya-coreml,1403,119,3,Python,2026-09-19T23:14:13Z,2026-09-22T06:33:09Z,mizorewww
2026-09-24,8,newliver666/apk-reverse,Suitable for Android APK reverse engineering analysis,https://github.com/newliver666/apk-reverse,1392,369,0,Python,2026-09-19T13:12:54Z,2026-09-24T09:22:21Z,newliver666
2026-09-24,9,driceroland/Search,"A small, fast WebKit browser for macOS, by Office Commun.",https://github.com/driceroland/Search,977,94,78,Swift,2026-09-20T10:29:47Z,2026-09-24T11:12:20Z,driceroland
2026-09-24,10,Lumid-Off/AirCard-Windows,,https://github.com/Lumid-Off/AirCard-Windows,832,65,11,Rust,2026-09-18T14:27:48Z,2026-09-24T08:39:30Z,Lumid-Off
2026-09-24,11,heyjunpenn/awesome-jev,"A verified, community-maintained catalog of 896 open-source projects built with Jev.",https://github.com/heyjunpenn/awesome-jev,788,55,3,Astro,2026-09-19T05:14:36Z,2026-09-24T05:26:52Z,heyjunpenn
2026-09-24,12,deepopen-com/deepopen,"非自回归System 1决策引擎，专为结构化类型决策场景设计  DeepOpen Multilingual, non-autoregressive System 1 decision engine. ",https://github.com/deepopen-com/deepopen,759,85,6,Python,2026-09-21T02:12:24Z,2026-09-23T02:09:58Z,deepopen-com
2026-09-24,13,githubnext/localjev,,https://github.com/githubnext/localjev,747,47,3,TypeScript,2026-09-18T16:59:55Z,2026-09-18T20:19:02Z,githubnext
2026-09-24,14,riba2534/claude-opus-5-5-demo,claude-opus-5-5-demo,https://github.com/riba2534/claude-opus-5-5-demo,743,111,5,JavaScript,2026-09-23T06:31:00Z,2026-09-23T07:54:16Z,riba2534
2026-09-24,15,volotat/mini-AGI,Continual learning model trained from scratch on 8GB VRAM laptop with batch-1 stream of data.,https://github.com/volotat/mini-AGI,736,107,13,Python,2026-09-19T00:25:59Z,2026-09-24T07:17:27Z,volotat
2026-09-24,16,kerpopule/hermes-jev-skills,"Jev-powered model routing, memory, compaction, skill selection, computer and browser use for Hermes agents (also Claude Code and Codex)",https://github.com/kerpopule/hermes-jev-skills,735,65,12,Python,2026-09-18T20:01:29Z,2026-09-23T19:49:40Z,kerpopule
2026-09-24,17,incoai/splash,"A local inference engine for Apple silicon, built around the model.",https://github.com/incoai/splash,720,70,42,Python,2026-09-18T20:01:48Z,2026-09-23T08:57:30Z,incoai
